enggsw0101,model-5-de,0,TGT,eng,gsw,76,063_989-1005.0,False,1688638913.071,1688644148.628
enggsw0101,model-5-de,1,TGT,eng,gsw,52,063_989-1005.0,False,1688644148.636,1688644399.027
enggsw0101,model-5-de,2,TGT,eng,gsw,43,063_989-1005.0,False,1688644399.037,1688644531.297
enggsw0101,model-5-de,3,TGT,eng,gsw,59,063_989-1005.0,False,1688644531.306,1688644545.164
enggsw0101,model-5-de,4,TGT,eng,gsw,47,063_989-1005.0,False,1688644545.173,1688644552.13
enggsw0101,model-5-de,5,TGT,eng,gsw,56,063_989-1005.0,False,1688644552.14,1688644571.929
enggsw0101,model-5-de,6,TGT,eng,gsw,33,063_989-1005.0,False,1688644571.938,1688644587.347
enggsw0101,model-5-de,7,TGT,eng,gsw,44,063_989-1005.0,False,1688644587.356,1688644601.079
enggsw0101,model-5-de,8,TGT,eng,gsw,24,063_989-1005.0,False,1688644601.09,1688644612.53
enggsw0101,model-5-de,9,TGT,eng,gsw,23,063_989-1005.0,False,1688644612.54,1688644624.362
enggsw0101,model-5-de,10,TGT,eng,gsw,32,063_989-1005.0,False,1688644624.371,1688644643.397
enggsw0101,model-5-de,11,TGT,eng,gsw,50,063_989-1005.0,False,1688644643.406,1688644655.228
enggsw0101,model-5-de,12,TGT,eng,gsw,50,063_989-1005.0,False,1688644655.235,1688644666.147
enggsw0101,model-5-de,13,TGT,eng,gsw,59,063_989-1005.0,False,1688644670.269,1688644688.746
enggsw0101,model-5-de,15,TGT,eng,gsw,61,063_989-1005.0,False,1688644705.335,1688644720.497
enggsw0101,model-5-de,16,TGT,eng,gsw,58,063_989-1005.0,False,1688644720.505,1688644730.98
enggsw0101,model-5-de,17,TGT,eng,gsw,59,063_989-1005.0,True,1688644730.987,1688644736.514
enggsw0101,model-5-de,0,TGT,eng,gsw,75,063_989-1005.0,False,1688644737.846,1688644749.165
enggsw0101,model-5-de,1,BAD,eng,gsw,15,063_989-1005.0,False,1688644749.173,1688644760.982
enggsw0101,model-5-de,17,BAD,eng,gsw,33,063_989-1005.0,True,1688644760.989,1688644763.431
enggsw0101,model-4-ende,0,TGT,eng,gsw,68,081_1317-1326.0,False,1688644764.872,1688644773.184
enggsw0101,model-4-ende,1,TGT,eng,gsw,63,081_1317-1326.0,False,1688644773.195,1688644783.764
enggsw0101,model-4-ende,2,TGT,eng,gsw,64,081_1317-1326.0,False,1688644783.775,1688644802.015
enggsw0101,model-4-ende,3,TGT,eng,gsw,64,081_1317-1326.0,False,1688644802.024,1688644809.762
enggsw0101,model-4-ende,4,TGT,eng,gsw,47,081_1317-1326.0,False,1688644809.765,1688644826.649
enggsw0101,model-4-ende,6,TGT,eng,gsw,82,081_1317-1326.0,False,1688644835.005,1688644842.516
enggsw0101,model-4-ende,7,TGT,eng,gsw,64,081_1317-1326.0,False,1688644842.524,1688644850.949
enggsw0101,model-4-ende,8,TGT,eng,gsw,63,081_1317-1326.0,False,1688644850.957,1688644867.949
enggsw0101,model-4-ende,10,TGT,eng,gsw,64,081_1317-1326.0,True,1688644879.87,1688644886.499
enggsw0101,model-0-ende,0,TGT,eng,gsw,84,072_1119-1136.0,False,1688644887.811,1688644895.851
enggsw0101,model-0-ende,1,TGT,eng,gsw,71,072_1119-1136.0,False,1688644895.86,1688644904.134
enggsw0101,model-0-ende,2,TGT,eng,gsw,67,072_1119-1136.0,False,1688644904.144,1688644913.833
enggsw0101,model-0-ende,3,TGT,eng,gsw,75,072_1119-1136.0,False,1688644913.843,1688644930.067
enggsw0101,model-0-ende,4,TGT,eng,gsw,82,072_1119-1136.0,False,1688644930.075,1688644939.065
enggsw0101,model-0-ende,5,TGT,eng,gsw,83,072_1119-1136.0,False,1688644939.073,1688644945.564
enggsw0101,model-0-ende,6,TGT,eng,gsw,50,072_1119-1136.0,False,1688644945.574,1688644961.067
enggsw0101,model-0-ende,7,TGT,eng,gsw,50,072_1119-1136.0,False,1688644961.078,1688644967.051
enggsw0101,model-0-ende,9,TGT,eng,gsw,51,072_1119-1136.0,False,1688644982.207,1688644990.879
enggsw0101,model-0-ende,10,TGT,eng,gsw,40,072_1119-1136.0,False,1688644990.881,1688645002.4
enggsw0101,model-0-ende,11,TGT,eng,gsw,92,072_1119-1136.0,False,1688645002.408,1688645008.149
enggsw0101,model-0-ende,12,TGT,eng,gsw,50,072_1119-1136.0,False,1688645008.159,1688645018.965
enggsw0101,model-0-ende,13,TGT,eng,gsw,77,072_1119-1136.0,False,1688645018.973,1688645025.532
enggsw0101,model-0-ende,14,TGT,eng,gsw,80,072_1119-1136.0,False,1688645025.54,1688645035.097
enggsw0101,model-0-ende,15,TGT,eng,gsw,67,072_1119-1136.0,False,1688645035.108,1688645040.584
enggsw0101,model-0-ende,16,TGT,eng,gsw,50,072_1119-1136.0,False,1688645040.595,1688645051.007
enggsw0101,model-0-ende,17,TGT,eng,gsw,83,072_1119-1136.0,False,1688645051.015,1688645056.074
enggsw0101,model-0-ende,18,TGT,eng,gsw,75,072_1119-1136.0,True,1688645056.081,1688645061.842
enggsw0101,model-0-ende,0,TGT,eng,gsw,61,085_1381-1395.0,False,1688645062.934,1688645070.811
enggsw0101,model-0-ende,1,TGT,eng,gsw,68,085_1381-1395.0,False,1688645070.822,1688645081.714
enggsw0101,model-0-ende,3,TGT,eng,gsw,59,085_1381-1395.0,False,1688645097.703,1688645120.562
enggsw0101,model-0-ende,4,TGT,eng,gsw,67,085_1381-1395.0,False,1688645120.573,1688645128.413
enggsw0101,model-0-ende,5,TGT,eng,gsw,47,085_1381-1395.0,False,1688645128.421,1688645143.482
enggsw0101,model-0-ende,6,TGT,eng,gsw,67,085_1381-1395.0,False,1688645143.492,1688645157.014
enggsw0101,model-0-ende,7,TGT,eng,gsw,52,085_1381-1395.0,False,1688645157.024,1688645170.43
enggsw0101,model-0-ende,8,TGT,eng,gsw,44,085_1381-1395.0,False,1688645170.44,1688645187.062
enggsw0101,model-0-ende,9,TGT,eng,gsw,28,085_1381-1395.0,False,1688645187.071,1688645196.814
enggsw0101,model-0-ende,10,TGT,eng,gsw,82,085_1381-1395.0,False,1688645196.823,1688645208.281
enggsw0101,model-0-ende,11,TGT,eng,gsw,59,085_1381-1395.0,False,1688645208.291,1688645221.096
enggsw0101,model-0-ende,12,TGT,eng,gsw,67,085_1381-1395.0,False,1688645221.106,1688645235.864
enggsw0101,model-0-ende,13,TGT,eng,gsw,59,085_1381-1395.0,False,1688645235.873,1688645246.614
enggsw0101,model-0-ende,14,TGT,eng,gsw,60,085_1381-1395.0,False,1688645246.623,1688645260.296
enggsw0101,model-0-ende,15,TGT,eng,gsw,69,085_1381-1395.0,True,1688645260.303,1688645266.347
enggsw0101,model-3-de,0,TGT,eng,gsw,68,076_1207-1226.0,False,1688645267.103,1688645278.813
enggsw0101,model-3-de,1,TGT,eng,gsw,59,076_1207-1226.0,False,1688645278.822,1688645299.67
enggsw0101,model-3-de,2,TGT,eng,gsw,60,076_1207-1226.0,False,1688645299.68,1688645316.168
enggsw0101,model-3-de,3,TGT,eng,gsw,61,076_1207-1226.0,False,1688645316.178,1688645327.328
enggsw0101,model-3-de,4,TGT,eng,gsw,72,076_1207-1226.0,False,1688645327.336,1688645337.171
enggsw0101,model-3-de,5,TGT,eng,gsw,72,076_1207-1226.0,False,1688645337.18,1688645345.219
enggsw0101,model-3-de,6,TGT,eng,gsw,67,076_1207-1226.0,False,1688645345.228,1688645356.495
enggsw0101,model-3-de,7,TGT,eng,gsw,67,076_1207-1226.0,False,1688645356.503,1688645373.363
enggsw0101,model-3-de,8,TGT,eng,gsw,40,076_1207-1226.0,False,1688645373.367,1688645393.236
enggsw0101,model-3-de,9,TGT,eng,gsw,50,076_1207-1226.0,False,1688645393.242,1688645409.98
enggsw0101,model-3-de,10,TGT,eng,gsw,51,076_1207-1226.0,False,1688645409.988,1688645423.054
enggsw0101,model-3-de,11,TGT,eng,gsw,68,076_1207-1226.0,False,1688645423.063,1688645437.546
enggsw0101,model-3-de,12,TGT,eng,gsw,77,076_1207-1226.0,False,1688645437.554,1688645448.416
enggsw0101,model-3-de,13,TGT,eng,gsw,72,076_1207-1226.0,False,1688645448.422,1688645458.185
enggsw0101,model-3-de,14,TGT,eng,gsw,59,076_1207-1226.0,False,1688645458.192,1688645468.763
enggsw0101,model-3-de,15,TGT,eng,gsw,85,076_1207-1226.0,False,1688645468.77,1688645478.529
enggsw0101,model-3-de,16,TGT,eng,gsw,63,076_1207-1226.0,False,1688645478.536,1688645503.549
enggsw0101,model-3-de,17,TGT,eng,gsw,60,076_1207-1226.0,False,1688645503.557,1688645514.952
enggsw0101,model-3-de,18,TGT,eng,gsw,60,076_1207-1226.0,False,1688645514.959,1688645524.669
enggsw0101,model-3-de,19,TGT,eng,gsw,60,076_1207-1226.0,False,1688645524.678,1688645533.429
enggsw0101,model-3-de,20,TGT,eng,gsw,65,076_1207-1226.0,True,1688645533.434,1688645539.863
enggsw0101,model-0-ende,1,TGT,eng,gsw,52,056_865-882.0,False,1688645553.466,1688645567.814
enggsw0101,model-0-ende,2,TGT,eng,gsw,67,056_865-882.0,False,1688645567.822,1688645582.614
enggsw0101,model-0-ende,3,TGT,eng,gsw,73,056_865-882.0,False,1688645582.621,1688645595.754
enggsw0101,model-0-ende,4,TGT,eng,gsw,54,056_865-882.0,False,1688645595.763,1688645609.492
enggsw0101,model-0-ende,5,TGT,eng,gsw,50,056_865-882.0,False,1688645609.503,1688645617.322
enggsw0101,model-0-ende,6,TGT,eng,gsw,0,056_865-882.0,False,1688645617.329,1688645623.447
enggsw0101,model-0-ende,7,TGT,eng,gsw,66,056_865-882.0,False,1688645623.454,1688645631.648
enggsw0101,model-0-ende,9,TGT,eng,gsw,53,056_865-882.0,False,1688645645.218,1688645656.588
enggsw0101,model-0-ende,10,TGT,eng,gsw,41,056_865-882.0,False,1688645656.595,1688645669.481
enggsw0101,model-0-ende,11,TGT,eng,gsw,52,056_865-882.0,False,1688645669.487,1688645677.237
enggsw0101,model-0-ende,12,TGT,eng,gsw,50,056_865-882.0,False,1688645677.243,1688645688.437
enggsw0101,model-0-ende,13,TGT,eng,gsw,68,056_865-882.0,False,1688645688.445,1688645701.619
enggsw0101,model-0-ende,14,TGT,eng,gsw,61,056_865-882.0,False,1688645701.627,1688645712.948
enggsw0101,model-0-ende,15,TGT,eng,gsw,76,056_865-882.0,False,1688645712.954,1688645722.731
enggsw0101,model-0-ende,16,TGT,eng,gsw,45,056_865-882.0,False,1688645722.737,1688645736.155
enggsw0101,model-0-ende,17,TGT,eng,gsw,90,056_865-882.0,False,1688645736.162,1688645748.382
enggsw0101,model-0-ende,18,TGT,eng,gsw,68,056_865-882.0,True,1688645748.389,1688645755.231
enggsw0102,model-0-de,0,TGT,eng,gsw,85,014_199-225.0,False,1688501375.92,1688559975.172
enggsw0102,model-0-de,1,TGT,eng,gsw,83,014_199-225.0,False,1688559975.184,1688559981.952
